PM2.5,PM10,NO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,SolarRadiation,Pressure
48.3,69.2,50.2,0.678,25.0,178.0,20.4,59,4.3,6.0,1013.3
54.6,78.2,57.9,0.817,29.0,178.0,21.7,51,4.1,147.0,1014.3
61.9,88.7,68.9,0.929,45.0,180.0,25.7,34,4.2,381.0,1015.1
73.8,105.7,82.3,1.046,70.0,180.0,29.0,25,5.4,601.0,1015.9
93.6,134.1,87.9,1.136,129.0,182.0,31.8,21,4.1,776.0,1015.1
135.0,193.2,71.4,1.11,219.0,184.0,33.6,17,1.9,881.0,1014.0
167.2,239.3,44.2,1.032,333.0,188.0,34.8,16,3.4,909.0,1012.4
173.2,248.7,18.5,0.92,427.0,214.0,34.2,22,9.0,856.0,1011.6
140.6,202.6,19.7,0.852,404.0,206.0,32.3,29,10.0,731.0,1010.8
113.4,163.4,30.5,0.783,332.0,196.0,31.2,30,9.1,542.0,1010.5
81.3,119.0,41.8,0.721,260.0,196.0,29.4,40,7.9,312.0,1010.2
64.5,95.2,44.4,0.698,223.0,198.0,27.5,46,7.2,86.0,1010.6
55.3,82.0,48.1,0.666,171.0,198.0,26.0,52,4.8,0.0,1011.2
54.9,81.3,54.2,0.657,110.0,198.0,25.2,55,3.9,0.0,1012.2
61.2,89.9,60.2,0.708,84.0,198.0,24.4,60,2.9,0.0,1012.7
68.0,99.2,67.2,0.789,66.0,198.0,23.9,64,2.7,0.0,1012.7
76.4,110.4,74.6,0.873,48.0,198.0,23.8,66,1.9,0.0,1012.2
82.4,118.7,77.8,0.889,36.0,202.0,23.6,66,2.2,0.0,1011.6
84.8,122.0,79.7,0.884,27.0,204.0,23.2,67,2.9,0.0,1011.0
85.9,123.4,79.4,0.867,18.0,206.0,23.0,67,3.6,0.0,1010.5
86.1,123.4,75.6,0.842,15.0,210.0,22.4,67,3.7,0.0,1010.1
85.0,121.5,69.6,0.809,13.0,212.0,21.8,66,3.5,0.0,1010.0
87.5,125.3,69.3,0.848,9.0,216.0,21.3,69,3.9,0.0,1010.6
87.3,124.8,69.1,0.905,8.0,218.0,20.6,67,4.0,0.0,1011.0
86.8,123.9,69.0,0.988,6.0,222.0,19.8,66,3.7,7.0,1011.9
91.5,130.9,75.0,1.11,11.0,224.0,20.5,63,3.4,145.0,1012.5
97.1,138.8,92.7,1.221,14.0,226.0,24.3,45,3.2,375.0,1013.3
105.2,150.4,116.6,1.342,20.0,228.0,27.7,39,3.2,595.0,1013.9
120.1,171.4,129.0,1.431,74.0,230.0,31.1,28,1.3,769.0,1013.1
161.6,231.4,104.9,1.398,193.0,232.0,33.8,20,0.7,880.0,1011.9
190.0,271.9,63.9,1.308,354.0,234.0,34.9,19,5.8,913.0,1011.1
192.8,275.7,22.7,1.161,491.0,236.0,33.2,30,9.9,860.0,1010.2
163.9,235.6,19.0,1.034,467.0,238.0,31.4,37,10.2,731.0,1009.5
124.3,179.3,27.7,0.889,379.0,238.0,30.5,35,9.4,540.0,1008.8
82.2,119.0,40.3,0.737,253.0,240.0,29.2,39,8.5,309.0,1008.8
63.8,93.1,44.3,0.727,218.0,240.0,27.4,47,7.2,87.0,1009.0
56.7,82.9,50.2,0.714,168.0,240.0,26.1,54,4.3,0.0,1009.7
61.5,89.9,60.7,0.727,107.0,240.0,25.2,59,2.8,0.0,1010.4
74.0,107.3,73.3,0.796,74.0,240.0,24.7,63,1.5,0.0,1011.0
83.8,120.6,88.5,0.893,46.0,240.0,24.3,64,0.7,0.0,1011.0
82.9,119.0,99.8,0.961,21.0,242.0,23.8,69,1.8,0.0,1010.8
77.1,110.6,94.5,0.907,15.0,242.0,23.2,72,2.7,0.0,1010.5
70.8,101.5,81.8,0.801,18.0,242.0,22.9,72,3.5,0.0,1010.1
66.8,95.9,66.8,0.678,23.0,242.0,22.6,69,3.5,0.0,1009.7
64.3,92.2,61.7,0.633,21.0,240.0,22.2,66,4.0,0.0,1009.3
61.9,88.7,58.8,0.607,19.0,238.0,21.5,64,4.2,0.0,1009.3
58.3,83.6,58.4,0.642,15.0,236.0,20.5,67,4.5,0.0,1009.9
58.0,83.1,59.0,0.689,14.0,234.0,20.0,65,4.7,0.0,1010.4
60.8,87.3,59.9,0.757,14.0,234.0,19.9,62,4.7,8.0,1011.6
68.2,97.8,62.3,0.853,36.0,232.0,21.4,55,4.4,151.0,1012.4
79.6,114.1,67.6,0.932,81.0,230.0,26.1,37,5.3,386.0,1013.3
96.4,138.3,74.4,1.016,144.0,228.0,30.0,27,6.6,606.0,1014.2
121.1,173.7,74.8,1.091,237.0,228.0,33.4,20,5.6,781.0,1013.2
140.6,202.6,60.3,1.102,327.0,228.0,35.7,16,5.4,889.0,1012.4
171.4,246.8,38.2,1.085,428.0,226.0,37.0,14,2.5,919.0,1010.8
192.3,276.6,17.8,1.026,499.0,234.0,37.2,16,6.6,867.0,1010.0
179.3,258.9,19.1,0.939,459.0,226.0,35.0,30,11.1,740.0,1009.1
131.8,190.9,28.3,0.824,367.0,226.0,32.2,42,12.0,543.0,1009.1
80.8,118.3,38.1,0.643,247.0,226.0,30.6,42,10.7,310.0,1008.9
54.4,80.6,42.5,0.639,211.0,226.0,29.9,37,10.1,87.0,1009.4
48.3,72.2,48.8,0.633,160.0,226.0,29.1,35,8.9,0.0,1010.0
54.0,80.8,56.8,0.646,100.0,226.0,28.6,35,8.1,0.0,1011.1
65.9,97.6,62.6,0.696,74.0,226.0,28.0,36,7.4,0.0,1011.6
71.9,105.5,68.4,0.765,56.0,224.0,27.5,37,6.5,0.0,1011.7
73.8,107.3,70.8,0.813,41.0,224.0,26.5,44,4.0,0.0,1011.4
75.9,109.7,64.9,0.774,36.0,224.0,26.0,43,3.8,0.0,1010.9
73.6,105.7,54.7,0.696,37.0,224.0,25.2,46,3.9,0.0,1010.9
66.4,95.5,43.8,0.605,39.0,224.0,23.9,50,4.3,0.0,1010.6
60.3,86.4,41.0,0.566,37.0,224.0,22.7,54,4.3,0.0,1010.2
56.6,81.3,40.6,0.538,33.0,224.0,22.0,56,4.3,0.0,1010.0
65.7,94.1,48.2,0.609,22.0,222.0,21.0,66,3.9,0.0,1010.2
63.3,90.8,50.2,0.644,21.0,224.0,20.5,66,4.4,0.0,1011.1
65.2,93.4,53.2,0.696,21.0,224.0,20.2,66,4.4,8.0,1012.0
71.7,102.7,58.3,0.78,39.0,224.0,21.7,61,3.9,152.0,1013.0
79.4,113.9,65.6,0.873,75.0,224.0,26.1,43,4.2,386.0,1013.6
94.3,135.0,74.4,0.982,126.0,224.0,30.1,32,4.7,606.0,1014.5
96.9,139.2,76.5,1.06,201.0,224.0,33.2,25,3.4,779.0,1013.7
129.9,186.3,61.9,1.02,273.0,222.0,35.7,19,4.7,887.0,1012.8
148.5,212.8,38.9,0.925,354.0,222.0,36.9,15,3.1,917.0,1011.3
149.5,215.1,17.6,0.8,411.0,220.0,36.9,19,7.6,866.0,1010.5
124.3,180.2,18.1,0.726,381.0,218.0,34.5,34,12.0,738.0,1009.9
91.5,135.0,26.6,0.655,312.0,214.0,32.2,42,11.5,545.0,1009.5
64.3,96.9,42.0,0.62,225.0,210.0,31.2,38,10.2,314.0,1009.5
56.0,85.0,48.6,0.65,195.0,210.0,30.1,37,8.9,90.0,1009.9
54.1,81.5,58.0,0.693,153.0,210.0,28.9,38,7.0,0.0,1010.6
56.7,84.1,69.1,0.75,102.0,210.0,27.9,41,6.2,0.0,1011.8
61.0,89.4,74.4,0.793,78.0,210.0,27.1,42,4.9,0.0,1011.7
61.2,88.9,78.4,0.836,60.0,210.0,26.5,43,4.0,0.0,1011.7
63.3,91.3,81.7,0.865,41.0,210.0,26.3,45,3.5,0.0,1011.6
68.0,97.6,82.1,0.846,31.0,208.0,25.9,44,3.7,0.0,1011.1
66.1,94.5,81.1,0.803,24.0,208.0,25.4,44,3.7,0.0,1010.7
60.8,87.1,79.2,0.755,18.0,208.0,24.7,47,3.9,0.0,1010.4
57.4,82.2,77.3,0.731,15.0,208.0,23.7,50,3.7,0.0,1009.9
53.6,76.6,75.0,0.713,14.0,208.0,22.9,54,3.9,0.0,1009.7
62.4,89.4,54.3,0.608,19.0,206.0,22.3,63,3.6,0.0,1009.6
60.3,86.4,57.0,0.665,18.0,206.0,21.5,64,4.1,0.0,1010.5
58.7,84.1,61.1,0.747,16.0,206.0,20.7,67,3.9,9.0,1011.5
59.0,84.5,71.0,0.869,18.0,206.0,21.6,64,3.6,155.0,1012.7
72.4,103.4,87.0,0.976,23.0,206.0,25.9,47,3.7,388.0,1013.5
87.5,125.3,107.3,1.093,32.0,204.0,29.6,35,3.2,608.0,1014.2
86.6,123.9,120.8,1.199,57.0,204.0,32.6,26,1.6,782.0,1013.4
119.0,170.4,108.8,1.212,97.0,204.0,35.1,20,2.6,890.0,1011.9
155.1,222.1,85.2,1.186,148.0,202.0,36.2,18,2.3,920.0,1010.7
188.6,270.1,59.3,1.126,201.0,204.0,36.1,22,7.3,868.0,1010.0
203.5,291.5,53.1,1.069,220.0,206.0,33.9,34,10.5,739.0,1009.3
147.6,211.4,52.3,0.996,227.0,212.0,31.9,40,10.3,547.0,1009.2
100.4,145.8,40.1,0.792,275.0,214.0,30.5,41,9.0,315.0,1009.5
68.9,101.0,41.5,0.745,238.0,218.0,28.8,48,7.0,90.0,1009.8
56.1,83.1,43.8,0.68,186.0,218.0,27.4,55,5.1,0.0,1010.8
58.0,85.7,51.3,0.644,121.0,218.0,26.4,60,3.3,0.0,1011.3
66.8,98.0,64.1,0.707,86.0,218.0,25.5,64,2.5,0.0,1011.6
78.5,114.3,80.8,0.816,57.0,218.0,25.0,66,1.8,0.0,1011.3
84.1,121.5,97.4,0.917,28.0,220.0,25.1,62,0.8,0.0,1011.5
82.0,118.0,100.8,0.91,18.0,222.0,24.7,63,1.1,0.0,1011.3
77.3,110.8,99.6,0.863,15.0,222.0,24.1,65,1.8,0.0,1011.3
74.3,106.6,94.0,0.796,15.0,222.0,23.4,69,2.4,0.0,1011.0
72.9,104.5,86.2,0.748,16.0,224.0,22.5,73,3.1,0.0,1010.6
67.1,96.2,75.6,0.698,19.0,224.0,22.1,73,3.3,0.0,1010.3
70.3,100.8,77.8,0.736,16.0,226.0,21.8,79,3.4,0.0,1010.3
67.1,95.9,74.8,0.793,15.0,226.0,21.0,78,3.7,0.0,1011.3
67.5,96.9,70.6,0.876,15.0,226.0,20.3,75,3.7,9.0,1012.0
71.5,102.4,69.2,0.99,31.0,228.0,21.4,68,3.4,156.0,1013.0
77.3,110.8,77.2,1.074,58.0,228.0,25.5,48,3.3,390.0,1013.4
94.1,135.0,89.4,1.16,96.0,228.0,29.1,35,3.6,612.0,1014.2
118.3,169.5,94.1,1.251,181.0,228.0,33.0,23,3.4,785.0,1013.2
157.4,225.4,76.6,1.291,304.0,232.0,35.2,19,2.4,896.0,1012.0
195.6,279.4,48.7,1.312,458.0,234.0,36.3,18,4.1,925.0,1010.9
223.1,319.4,23.0,1.317,585.0,258.0,35.5,23,9.7,875.0,1010.2
233.3,334.3,25.9,1.312,558.0,250.0,33.8,27,10.5,746.0,1009.5
197.4,283.1,39.3,1.294,467.0,240.0,32.8,29,10.0,555.0,1009.4
143.0,205.8,48.0,1.159,327.0,244.0,31.2,37,9.0,321.0,1009.2
93.6,135.5,48.2,1.022,270.0,246.0,29.1,48,7.8,93.0,1009.5
57.7,83.8,48.6,0.829,188.0,248.0,27.6,55,5.9,0.0,1010.0
44.5,65.0,49.6,0.645,101.0,248.0,26.6,58,3.6,0.0,1010.7
44.2,64.5,51.3,0.64,79.0,248.0,25.8,63,1.6,0.0,1011.3
50.4,73.3,53.6,0.7,76.0,246.0,25.3,64,0.4,0.0,1011.2
61.0,88.2,55.6,0.774,75.0,244.0,25.0,63,1.8,0.0,1011.3
72.4,104.5,56.0,0.788,66.0,242.0,24.3,66,1.0,0.0,1010.9
81.7,117.8,55.8,0.791,56.0,242.0,23.6,70,1.5,0.0,1010.6
88.9,128.1,53.8,0.79,46.0,242.0,22.8,75,1.8,0.0,1010.3
93.4,134.1,49.1,0.774,43.0,244.0,21.8,81,2.6,0.0,1009.9
94.1,135.5,42.7,0.751,42.0,244.0,21.3,83,2.6,0.0,1010.0
95.2,136.9,40.8,0.79,41.0,246.0,21.3,93,2.4,0.0,1010.8
94.5,136.4,46.0,0.869,36.0,248.0,21.1,92,3.1,0.0,1011.5
99.0,142.5,53.8,0.984,29.0,250.0,21.1,85,3.8,9.0,1012.2
110.6,158.8,69.9,1.194,38.0,252.0,21.8,76,3.0,156.0,1013.3
127.6,183.5,93.3,1.433,64.0,254.0,25.4,51,2.5,388.0,1013.8
155.1,223.1,122.3,1.72,102.0,258.0,28.7,39,2.1,608.0,1014.4
188.1,270.1,142.0,2.001,177.0,262.0,30.4,42,2.3,780.0,1013.4
218.4,313.9,125.5,2.063,272.0,266.0,31.7,39,5.4,884.0,1012.6
252.4,364.1,92.8,2.044,388.0,270.0,31.6,43,8.0,910.0,1012.1
255.2,369.7,58.5,1.955,494.0,274.0,31.1,47,9.4,859.0,1011.3
236.6,342.7,54.0,1.843,502.0,276.0,30.6,50,9.9,737.0,1010.7
207.2,299.9,58.5,1.689,472.0,276.0,29.8,54,9.9,552.0,1010.0
129.9,189.1,44.6,1.247,385.0,278.0,28.9,61,9.0,322.0,1009.6
102.7,149.9,49.4,1.151,314.0,276.0,27.4,65,7.7,94.0,1009.6
75.4,111.1,56.3,1.016,213.0,278.0,26.4,68,4.8,0.0,1010.5
65.0,95.7,65.8,0.917,105.0,278.0,25.5,72,3.3,0.0,1011.5
65.2,95.9,73.6,0.983,74.0,280.0,24.7,77,2.6,0.0,1012.0
70.8,103.6,81.9,1.12,66.0,282.0,24.3,80,1.8,0.0,1012.1
87.3,127.1,87.7,1.267,64.0,282.0,23.8,79,0.8,0.0,1012.1
106.2,154.1,85.1,1.3,60.0,284.0,23.2,82,1.5,0.0,1011.5
116.4,168.6,78.4,1.3,60.0,286.0,22.7,85,2.3,0.0,1011.0
117.3,169.5,67.9,1.264,63.0,290.0,22.2,89,3.0,0.0,1010.8
112.7,163.0,58.0,1.189,68.0,290.0,21.7,93,3.2,0.0,1010.5
110.4,159.3,46.6,1.084,76.0,292.0,20.9,96,3.0,0.0,1010.6
115.5,166.2,47.6,1.147,66.0,294.0,21.2,97,2.9,0.0,1011.0
117.6,169.5,55.9,1.18,57.0,294.0,20.3,98,2.8,0.0,1011.8
113.2,163.0,67.7,1.229,45.0,296.0,19.6,98,2.9,10.0,1012.5
114.3,164.4,83.4,1.326,49.0,298.0,21.0,90,2.6,156.0,1013.4
120.1,172.8,96.5,1.47,80.0,298.0,24.9,65,1.8,392.0,1014.1
131.3,188.6,110.1,1.648,126.0,296.0,28.3,48,1.1,612.0,1014.7
144.8,208.2,114.0,1.736,192.0,296.0,30.6,38,5.1,783.0,1013.9
153.2,220.7,94.9,1.572,249.0,292.0,31.6,37,9.2,888.0,1013.4
142.5,205.8,63.8,1.285,311.0,288.0,31.4,42,11.4,914.0,1013.0
114.6,166.7,32.2,0.939,351.0,280.0,30.7,47,12.3,861.0,1012.4
86.4,126.2,28.0,0.783,319.0,272.0,30.0,49,11.9,736.0,1011.7
63.6,93.6,32.6,0.666,253.0,262.0,29.3,49,12.0,551.0,1011.4
50.6,75.4,36.8,0.551,198.0,252.0,28.4,55,10.1,321.0,1010.9
45.5,67.5,42.8,0.569,163.0,246.0,26.9,63,8.7,95.0,1011.1
43.5,64.3,51.2,0.595,114.0,242.0,25.7,67,6.6,0.0,1011.5
44.1,65.0,58.6,0.623,63.0,240.0,25.0,71,4.4,0.0,1012.2
37.3,54.8,58.3,0.639,50.0,240.0,24.4,75,3.3,0.0,1012.5
36.1,53.6,54.8,0.651,50.0,238.0,23.9,78,3.3,0.0,1012.5
32.5,48.8,47.5,0.633,54.0,234.0,23.6,80,3.1,0.0,1012.5
29.2,44.8,39.2,0.567,58.0,232.0,23.1,83,3.1,0.0,1012.0
27.1,42.8,28.8,0.472,65.0,226.0,22.6,87,3.5,0.0,1011.8
26.7,43.2,18.0,0.373,72.0,220.0,22.0,90,3.8,0.0,1011.4
27.6,44.9,14.1,0.341,73.0,214.0,21.6,91,4.1,0.0,1011.2
29.3,47.5,12.4,0.331,72.0,208.0,21.4,91,3.6,0.0,1011.1
32.0,51.5,15.0,0.378,65.0,204.0,21.4,89,2.9,0.0,1011.5
34.1,54.5,21.3,0.435,58.0,198.0,20.6,92,3.3,0.0,1011.8
37.8,59.6,30.2,0.517,48.0,192.0,19.9,93,3.4,10.0,1012.4
42.7,66.6,41.6,0.629,44.0,186.0,21.0,87,2.9,161.0,1013.4
43.3,67.5,49.3,0.719,52.0,182.0,24.3,61,2.6,395.0,1013.8
46.9,72.9,56.7,0.812,66.0,178.0,27.5,42,3.2,614.0,1014.4
53.7,82.7,60.6,0.877,96.0,172.0,29.4,43,4.6,747.0,1014.1
60.8,93.4,54.5,0.842,135.0,166.0,31.1,39,6.6,856.0,1013.0
69.2,106.4,43.5,0.758,184.0,160.0,31.3,46,8.6,860.0,1012.0
68.9,106.4,32.7,0.652,224.0,154.0,30.5,56,10.2,771.0,1011.1
62.4,97.3,32.2,0.597,215.0,152.0,29.9,59,10.7,741.0,1010.4
52.4,83.1,35.1,0.548,185.0,150.0,29.2,54,10.9,550.0,1010.1
40.2,64.5,40.8,0.532,150.0,148.0,28.1,58,10.2,325.0,1009.7
35.9,58.0,46.4,0.555,126.0,148.0,26.6,65,9.2,96.0,1010.0
34.2,55.2,54.2,0.587,92.0,148.0,25.5,70,6.9,0.0,1010.4
33.4,53.6,61.6,0.628,57.0,146.0,24.8,73,5.0,0.0,1011.1
33.9,53.6,62.3,0.657,48.0,146.0,24.2,76,3.4,0.0,1011.6
36.1,56.2,60.4,0.686,48.0,146.0,23.6,79,3.5,0.0,1011.6
38.1,58.3,55.2,0.69,51.0,146.0,23.0,85,2.9,0.0,1011.3
39.5,60.1,48.7,0.646,54.0,146.0,22.7,87,3.1,0.0,1011.0
41.1,62.2,40.2,0.576,59.0,148.0,22.4,88,3.2,0.0,1010.6
41.8,62.9,30.1,0.492,65.0,148.0,22.0,90,3.8,0.0,1010.5
42.3,63.6,23.8,0.445,69.0,150.0,21.3,93,4.0,0.0,1010.4
42.5,63.8,18.2,0.406,72.0,150.0,20.9,93,3.6,0.0,1010.4
45.9,68.9,18.4,0.452,68.0,150.0,20.8,92,3.7,0.0,1010.9
46.2,69.4,23.7,0.494,63.0,152.0,20.2,92,3.8,0.0,1011.2
48.4,72.2,31.3,0.556,55.0,152.0,19.8,92,3.9,11.0,1012.2
53.1,78.7,41.8,0.654,55.0,154.0,21.1,83,3.2,162.0,1013.1
57.4,84.5,51.0,0.757,64.0,154.0,24.2,62,3.1,397.0,1013.6
63.8,93.4,60.9,0.877,79.0,154.0,27.3,45,4.0,616.0,1013.6
72.4,105.5,65.6,0.961,117.0,156.0,30.5,34,4.8,789.0,1013.1
80.6,117.6,55.4,0.906,176.0,158.0,32.7,29,6.4,897.0,1011.7
92.9,136.0,38.0,0.789,252.0,164.0,33.8,28,8.4,927.0,1010.8
93.1,137.8,22.7,0.662,313.0,180.0,33.5,34,10.7,874.0,1009.6
83.4,125.7,25.8,0.64,297.0,176.0,32.0,43,11.5,746.0,1009.4
78.5,121.1,35.9,0.647,249.0,164.0,30.8,45,11.2,557.0,1008.9
70.5,109.9,40.6,0.662,226.0,164.0,30.1,50,10.4,327.0,1009.1
66.4,103.6,44.2,0.667,194.0,168.0,28.3,54,9.7,98.0,1009.1
61.2,95.2,49.3,0.675,149.0,170.0,27.1,57,7.0,1.0,1009.8
58.0,89.2,56.5,0.696,95.0,170.0,26.2,59,5.2,0.0,1010.6
56.7,86.1,62.4,0.734,69.0,172.0,25.7,58,4.5,0.0,1011.2
57.2,85.2,68.8,0.783,50.0,174.0,25.1,59,4.0,0.0,1010.9
59.8,88.0,73.5,0.813,32.0,176.0,24.6,64,3.2,0.0,1011.2
62.2,90.6,71.6,0.779,24.0,176.0,24.0,64,3.5,0.0,1010.4
62.9,91.3,66.8,0.716,22.0,178.0,23.3,67,3.9,0.0,1010.0
61.7,89.9,61.0,0.646,20.0,180.0,22.5,71,3.8,0.0,1010.0
58.8,85.9,59.0,0.617,19.0,182.0,21.8,74,3.6,0.0,1009.9
59.5,86.8,57.8,0.599,18.0,182.0,21.2,76,3.4,0.0,1009.7
60.8,89.2,62.6,0.624,18.0,184.0,20.9,80,3.6,0.0,1010.4
61.7,90.1,62.5,0.707,16.0,184.0,20.1,80,3.3,0.0,1011.3
67.5,98.3,62.5,0.825,14.0,186.0,19.5,79,3.6,12.0,1012.3
73.6,106.6,64.7,0.962,23.0,186.0,20.9,71,3.3,164.0,1013.4
80.1,115.7,72.0,1.032,42.0,188.0,25.6,48,3.1,399.0,1013.8
88.5,127.6,81.9,1.086,69.0,190.0,29.2,39,2.9,619.0,1014.5
104.3,149.9,84.8,1.096,128.0,192.0,32.0,34,3.4,791.0,1013.7
130.9,187.7,69.3,1.024,211.0,194.0,34.3,27,5.5,896.0,1012.9
147.1,211.9,44.7,0.905,314.0,196.0,34.8,29,8.4,923.0,1011.9
143.0,207.2,21.4,0.761,398.0,206.0,33.8,40,10.8,869.0,1011.5
122.0,179.7,22.0,0.697,378.0,204.0,32.4,44,11.1,742.0,1011.0
96.2,143.9,31.2,0.65,313.0,206.0,31.4,40,11.2,557.0,1010.9
73.3,112.7,41.2,0.633,231.0,208.0,30.6,43,9.9,330.0,1010.2
58.6,90.8,41.0,0.617,205.0,208.0,28.6,48,8.7,100.0,1010.2
50.1,77.8,40.7,0.593,167.0,208.0,27.2,54,6.7,1.0,1011.1
44.9,69.2,40.8,0.578,124.0,206.0,26.5,56,5.5,0.0,1012.0
43.4,66.4,42.1,0.595,106.0,206.0,25.9,57,4.2,0.0,1012.9
45.1,68.0,44.0,0.626,94.0,204.0,25.1,60,2.6,0.0,1012.7
49.7,73.8,44.5,0.651,82.0,204.0,25.2,58,2.7,0.0,1013.5
54.2,79.6,42.0,0.639,75.0,204.0,24.7,60,3.1,0.0,1012.9
60.3,87.8,38.0,0.612,69.0,202.0,24.1,64,3.6,0.0,1012.5
62.9,91.7,32.1,0.574,66.0,202.0,23.4,69,4.1,0.0,1012.4
61.2,90.1,26.1,0.538,69.0,202.0,22.5,76,4.2,0.0,1012.3
59.5,88.5,19.3,0.499,74.0,202.0,21.7,83,4.2,0.0,1012.5
57.4,85.7,21.1,0.517,71.0,202.0,22.0,81,3.6,0.0,1013.1
58.3,87.1,31.6,0.595,59.0,202.0,21.6,81,3.6,0.0,1013.7
62.9,93.6,46.5,0.708,41.0,202.0,21.2,78,3.5,12.0,1014.2
69.2,102.4,65.1,0.857,27.0,202.0,22.1,70,3.1,167.0,1014.9
76.8,113.2,77.8,0.968,22.0,202.0,26.2,45,3.4,402.0,1015.7
85.7,125.7,89.9,1.08,22.0,202.0,29.7,33,4.1,622.0,1016.6
99.0,144.4,93.4,1.15,56.0,202.0,32.8,25,4.3,794.0,1015.9
122.9,178.8,76.8,1.089,136.0,200.0,35.1,20,7.2,900.0,1014.4
140.2,203.5,49.7,0.964,246.0,200.0,35.8,21,9.3,928.0,1013.3
133.2,194.6,23.7,0.813,342.0,200.0,34.9,29,11.0,873.0,1012.6
113.2,167.6,24.1,0.753,330.0,200.0,33.1,40,11.4,744.0,1012.0
91.5,138.3,33.8,0.713,275.0,198.0,31.4,47,11.1,558.0,1011.9
64.3,98.3,37.4,0.654,173.0,198.0,31.0,47,10.5,331.0,1011.6
59.4,90.3,39.6,0.651,162.0,198.0,28.9,50,9.4,101.0,1012.0
56.5,84.8,42.7,0.648,145.0,198.0,27.4,56,7.7,1.0,1012.4
52.0,78.0,45.7,0.649,125.0,198.0,26.5,59,6.7,0.0,1013.3
50.1,74.7,46.1,0.66,115.0,198.0,25.9,61,5.7,0.0,1013.9
54.8,81.0,45.5,0.677,106.0,200.0,25.5,61,4.3,0.0,1014.3
61.9,90.6,43.9,0.694,96.0,200.0,25.1,65,3.2,0.0,1014.4
68.9,100.1,42.3,0.698,88.0,200.0,24.3,68,3.4,0.0,1013.9
75.0,108.3,40.2,0.698,81.0,202.0,23.5,71,3.4,0.0,1013.3
79.9,115.0,36.5,0.693,73.0,202.0,22.8,75,3.7,0.0,1013.3
77.8,112.2,30.8,0.672,71.0,204.0,22.2,77,3.9,0.0,1013.0
74.3,107.6,23.9,0.643,70.0,204.0,21.8,78,4.0,0.0,1013.2
77.3,112.2,26.2,0.667,63.0,206.0,21.7,78,3.6,0.0,1013.6
77.8,113.2,36.8,0.754,50.0,208.0,21.2,77,3.8,0.0,1013.8
84.1,122.0,51.8,0.877,33.0,208.0,20.6,76,3.7,14.0,1014.3
95.0,137.4,69.2,1.024,22.0,210.0,21.8,68,3.1,171.0,1015.2
106.6,153.7,78.0,1.106,33.0,212.0,25.9,42,3.1,407.0,1015.9
113.9,163.4,84.8,1.176,55.0,214.0,29.6,30,3.3,629.0,1016.7
127.6,182.5,85.8,1.197,87.0,216.0,32.5,25,4.8,802.0,1016.1
142.5,204.4,75.2,1.117,112.0,218.0,34.6,23,7.0,906.0,1015.1
149.0,214.7,58.1,0.982,139.0,218.0,35.4,24,8.9,933.0,1013.9
136.0,199.3,42.2,0.828,160.0,220.0,35.0,30,11.2,879.0,1013.0
112.5,168.1,42.9,0.775,155.0,220.0,33.4,39,11.6,751.0,1012.6
91.7,139.2,49.7,0.748,138.0,220.0,32.2,42,11.1,563.0,1012.2
69.2,107.6,44.2,0.726,247.0,220.0,31.0,47,10.0,335.0,1012.1
62.6,96.9,50.5,0.732,209.0,220.0,29.4,49,8.9,102.0,1012.3
57.3,87.3,59.5,0.74,156.0,220.0,28.0,51,7.2,1.0,1013.0
53.7,80.6,69.4,0.754,95.0,220.0,27.2,52,6.3,0.0,1013.6
53.2,78.7,73.5,0.774,71.0,220.0,26.5,53,5.3,0.0,1013.9
55.3,81.0,75.9,0.798,55.0,220.0,25.9,53,4.0,0.0,1013.7
56.1,81.5,75.3,0.806,43.0,220.0,25.4,50,3.5,0.0,1014.6
61.7,88.9,70.6,0.778,38.0,220.0,24.8,50,3.6,0.0,1013.9
65.2,93.8,63.0,0.732,38.0,220.0,23.9,53,4.1,0.0,1013.7
66.8,95.9,52.9,0.668,40.0,218.0,22.9,59,4.3,0.0,1013.4
67.8,97.3,45.3,0.617,43.0,218.0,22.4,64,4.6,0.0,1012.9
62.6,90.1,37.5,0.565,47.0,218.0,22.1,68,4.0,0.0,1013.2
65.0,93.1,37.4,0.591,41.0,216.0,21.8,73,3.6,0.0,1013.3
62.4,89.6,44.9,0.649,34.0,216.0,21.2,74,3.8,0.0,1014.2
58.6,84.1,55.6,0.732,23.0,214.0,20.5,75,3.9,14.0,1014.5
61.5,88.0,68.4,0.83,20.0,212.0,22.0,67,3.2,172.0,1015.3
64.5,92.4,76.1,0.887,33.0,210.0,26.3,43,2.9,408.0,1015.8
68.7,98.7,82.7,0.935,54.0,208.0,30.0,32,3.8,629.0,1016.1
82.0,117.3,84.1,0.944,83.0,204.0,32.8,27,5.9,801.0,1015.7
92.2,132.2,74.1,0.875,103.0,202.0,34.9,22,6.8,907.0,1014.5
99.7,143.4,57.9,0.762,124.0,198.0,35.6,21,9.2,934.0,1013.8
92.0,133.6,41.6,0.632,139.0,196.0,34.7,29,12.2,880.0,1012.8
75.2,110.8,39.6,0.582,134.0,192.0,32.9,39,13.4,752.0,1012.5
58.1,86.8,42.4,0.551,119.0,190.0,32.0,37,12.5,565.0,1012.1
56.6,85.7,40.7,0.533,183.0,188.0,30.6,43,10.7,337.0,1012.1
48.2,73.3,43.5,0.554,164.0,186.0,29.0,44,9.4,104.0,1012.2
